Jahr,Rubrik,Energietraeger,TJ
1989,Endverbrauch - Total,Kernbrennstoffe,0
1989,Endverbrauch - Total,Kohle,14010
1989,Endverbrauch - Total,Müll und Industrieabfälle,6640
1989,Endverbrauch - Total,Rohöl,0
1989,Endverbrauch - Total,Uebrige erneuerbare Energien,keine Daten verfügbar
1989,Endverbrauch - Total,Wasserkraft,0
1989,Endverbrauch - Verkehr,Elektrizität,8920
1989,Endverbrauch - Verkehr,Erdölprodukte,236010
1989,Endverbrauch - Verkehr,Fernwärme,keine Daten verfügbar
1989,Endverbrauch - Verkehr,Gas,520
1989,Endverbrauch - Verkehr,Holzenergie,keine Daten verfügbar
1989,Endverbrauch - Verkehr,Kernbrennstoffe,keine Daten verfügbar
1989,Endverbrauch - Verkehr,Kohle,keine Daten verfügbar
1989,Endverbrauch - Verkehr,Müll und Industrieabfälle,keine Daten verfügbar
1989,Endverbrauch - Verkehr,Rohöl,keine Daten verfügbar
1989,Endverbrauch - Verkehr,Uebrige erneuerbare Energien,keine Daten verfügbar
1989,Endverbrauch - Verkehr,Wasserkraft,keine Daten verfügbar
1989,Energieumwandlung - Diverse Erneuerbare,Elektrizität,keine Daten verfügbar
1989,Energieumwandlung - Diverse Erneuerbare,Erdölprodukte,keine Daten verfügbar
1989,Energieumwandlung - Diverse Erneuerbare,Fernwärme,0
1989,Energieumwandlung - Diverse Erneuerbare,Gas,keine Daten verfügbar
1989,Energieumwandlung - Diverse Erneuerbare,Holzenergie,0
1989,Energieumwandlung - Diverse Erneuerbare,Kernbrennstoffe,keine Daten verfügbar
1989,Energieumwandlung - Diverse Erneuerbare,Kohle,keine Daten verfügbar
1989,Energieumwandlung - Diverse Erneuerbare,Müll und Industrieabfälle,keine Daten verfügbar
1989,Energieumwandlung - Diverse Erneuerbare,Rohöl,keine Daten verfügbar
1989,Energieumwandlung - Diverse Erneuerbare,Uebrige erneuerbare Energien,keine Daten verfügbar
1989,Energieumwandlung - Diverse Erneuerbare,Wasserkraft,keine Daten verfügbar
1989,Energieumwandlung - Gaswerke,Elektrizität,keine Daten verfügbar
1989,Energieumwandlung - Gaswerke,Erdölprodukte,-430
1989,Energieumwandlung - Gaswerke,Fernwärme,keine Daten verfügbar
1989,Energieumwandlung - Gaswerke,Gas,360
1989,Energieumwandlung - Gaswerke,Holzenergie,keine Daten verfügbar
1989,Energieumwandlung - Gaswerke,Kernbrennstoffe,keine Daten verfügbar
1989,Energieumwandlung - Gaswerke,Kohle,keine Daten verfügbar
1989,Energieumwandlung - Gaswerke,Müll und Industrieabfälle,keine Daten verfügbar
1989,Energieumwandlung - Gaswerke,Rohöl,keine Daten verfügbar
1989,Energieumwandlung - Gaswerke,Uebrige erneuerbare Energien,keine Daten verfügbar
1989,Energieumwandlung - Gaswerke,Wasserkraft,keine Daten verfügbar
1989,Energieumwandlung - Kernkraftwerke,Elektrizität,77550
1989,Energieumwandlung - Kernkraftwerke,Erdölprodukte,keine Daten verfügbar
1989,Energieumwandlung - Kernkraftwerke,Fernwärme,890
1989,Energieumwandlung - Kernkraftwerke,Gas,keine Daten verfügbar
1989,Energieumwandlung - Kernkraftwerke,Holzenergie,keine Daten verfügbar
1989,Energieumwandlung - Kernkraftwerke,Kernbrennstoffe,-235010
1989,Energieumwandlung - Kernkraftwerke,Kohle,keine Daten verfügbar
1989,Energieumwandlung - Kernkraftwerke,Müll und Industrieabfälle,keine Daten verfügbar
1989,Energieumwandlung - Kernkraftwerke,Rohöl,keine Daten verfügbar
1989,Energieumwandlung - Kernkraftwerke,Uebrige erneuerbare Energien,keine Daten verfügbar
1989,Energieumwandlung - Kernkraftwerke,Wasserkraft,keine Daten verfügbar
1989,Energieumwandlung - Raffinerien,Elektrizität,keine Daten verfügbar
1989,Energieumwandlung - Raffinerien,Erdölprodukte,127700
1989,Energieumwandlung - Raffinerien,Fernwärme,keine Daten verfügbar
1989,Energieumwandlung - Raffinerien,Gas,keine Daten verfügbar
1989,Energieumwandlung - Raffinerien,Holzenergie,keine Daten verfügbar
1989,Energieumwandlung - Raffinerien,Kernbrennstoffe,keine Daten verfügbar
1989,Energieumwandlung - Raffinerien,Kohle,keine Daten verfügbar
1989,Energieumwandlung - Raffinerien,Müll und Industrieabfälle,keine Daten verfügbar
1989,Energieumwandlung - Raffinerien,Rohöl,-128580
1989,Energieumwandlung - Raffinerien,Uebrige erneuerbare Energien,keine Daten verfügbar
1989,Energieumwandlung - Raffinerien,Wasserkraft,keine Daten verfügbar
1989,Energieumwandlung - Wasserkraftwerke,Elektrizität,109750
1989,Energieumwandlung - Wasserkraftwerke,Erdölprodukte,keine Daten verfügbar
1989,Energieumwandlung - Wasserkraftwerke,Fernwärme,keine Daten verfügbar
1989,Energieumwandlung - Wasserkraftwerke,Gas,keine Daten verfügbar
1989,Energieumwandlung - Wasserkraftwerke,Holzenergie,keine Daten verfügbar
1989,Energieumwandlung - Wasserkraftwerke,Kernbrennstoffe,keine Daten verfügbar
1989,Energieumwandlung - Wasserkraftwerke,Kohle,keine Daten verfügbar
1989,Energieumwandlung - Wasserkraftwerke,Müll und Industrieabfälle,keine Daten verfügbar
1989,Energieumwandlung - Wasserkraftwerke,Rohöl,keine Daten verfügbar
1989,Energieumwandlung - Wasserkraftwerke,Uebrige erneuerbare Energien,keine Daten verfügbar
1989,Energieumwandlung - Wasserkraftwerke,Wasserkraft,-109750
1989,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Elektrizität,3900
1989,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Erdölprodukte,-4690
1989,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Fernwärme,10980
1989,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Gas,-4070
1989,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Holzenergie,0
1989,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Kernbrennstoffe,keine Daten verfügbar
1989,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Kohle,-880
1989,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Müll und Industrieabfälle,-16330
1989,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Rohöl,keine Daten verfügbar
1989,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Uebrige erneuerbare Energien,keine Daten verfügbar
1989,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Wasserkraft,keine Daten verfügbar
1989,Export,Elektrizität,-88020
1989,Export,Erdölprodukte,-2090
1989,Export,Fernwärme,keine Daten verfügbar
1989,Export,Gas,keine Daten verfügbar
1989,Export,Holzenergie,keine Daten verfügbar
1989,Export,Kernbrennstoffe,keine Daten verfügbar
1989,Export,Kohle,-550
1989,Export,Müll und Industrieabfälle,keine Daten verfügbar
1989,Export,Rohöl,keine Daten verfügbar
1989,Export,Uebrige erneuerbare Energien,keine Daten verfügbar
1989,Export,Wasserkraft,keine Daten verfügbar
1989,Import,Elektrizität,78960
1989,Import,Erdölprodukte,379250
1989,Import,Fernwärme,keine Daten verfügbar
1989,Import,Gas,63670
1989,Import,Holzenergie,590
1989,Import,Kernbrennstoffe,235010
1989,Import,Kohle,10660
1989,Import,Müll und Industrieabfälle,keine Daten verfügbar
1989,Import,Rohöl,128330
1989,Import,Uebrige erneuerbare Energien,keine Daten verfügbar
1989,Import,Wasserkraft,keine Daten verfügbar
1989,Inlandproduktion,Elektrizität,keine Daten verfügbar
1989,Inlandproduktion,Erdölprodukte,keine Daten verfügbar
1989,Inlandproduktion,Fernwärme,keine Daten verfügbar
1989,Inlandproduktion,Gas,150
1989,Inlandproduktion,Holzenergie,24280
1989,Inlandproduktion,Kernbrennstoffe,keine Daten verfügbar
1989,Inlandproduktion,Kohle,0
1989,Inlandproduktion,Müll und Industrieabfälle,22970
1989,Inlandproduktion,Rohöl,0
1989,Inlandproduktion,Uebrige erneuerbare Energien,keine Daten verfügbar
1989,Inlandproduktion,Wasserkraft,109750
1989,Lagerveränderung,Elektrizität,keine Daten verfügbar
1989,Lagerveränderung,Erdölprodukte,12810
1989,Lagerveränderung,Fernwärme,keine Daten verfügbar
1989,Lagerveränderung,Gas,keine Daten verfügbar
1989,Lagerveränderung,Holzenergie,keine Daten verfügbar
1989,Lagerveränderung,Kernbrennstoffe,keine Daten verfügbar
1989,Lagerveränderung,Kohle,4780
1989,Lagerveränderung,Müll und Industrieabfälle,keine Daten verfügbar
1989,Lagerveränderung,Rohöl,250
1989,Lagerveränderung,Uebrige erneuerbare Energien,keine Daten verfügbar
1989,Lagerveränderung,Wasserkraft,keine Daten verfügbar
1989,Nichtenergetischer Verbrauch,Elektrizität,keine Daten verfügbar
1989,Nichtenergetischer Verbrauch,Erdölprodukte,-24160
1989,Nichtenergetischer Verbrauch,Fernwärme,keine Daten verfügbar
1989,Nichtenergetischer Verbrauch,Gas,keine Daten verfügbar
1989,Nichtenergetischer Verbrauch,Holzenergie,keine Daten verfügbar
1989,Nichtenergetischer Verbrauch,Kernbrennstoffe,keine Daten verfügbar
1989,Nichtenergetischer Verbrauch,Kohle,keine Daten verfügbar
1989,Nichtenergetischer Verbrauch,Müll und Industrieabfälle,keine Daten verfügbar
1989,Nichtenergetischer Verbrauch,Rohöl,keine Daten verfügbar
1989,Nichtenergetischer Verbrauch,Uebrige erneuerbare Energien,keine Daten verfügbar
1989,Nichtenergetischer Verbrauch,Wasserkraft,keine Daten verfügbar
1990,Bruttoverbrauch,Elektrizität,-7590
1990,Bruttoverbrauch,Erdölprodukte,401580
1990,Bruttoverbrauch,Fernwärme,0
1990,Bruttoverbrauch,Gas,68310
1990,Bruttoverbrauch,Holzenergie,28690
1990,Bruttoverbrauch,Kernbrennstoffe,243250
1990,Bruttoverbrauch,Kohle,14890
1990,Bruttoverbrauch,Müll und Industrieabfälle,23200
1990,Bruttoverbrauch,Rohöl,130680
1990,Bruttoverbrauch,Uebrige erneuerbare Energien,4580
1990,Bruttoverbrauch,Wasserkraft,110430
1990,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Elektrizität,-19400
1990,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Erdölprodukte,-5900
1990,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Fernwärme,-1050
1990,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Gas,-170
1990,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Holzenergie,keine Daten verfügbar
1990,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Kernbrennstoffe,keine Daten verfügbar
1990,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Kohle,keine Daten verfügbar
1990,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Müll und Industrieabfälle,keine Daten verfügbar
1990,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Rohöl,keine Daten verfügbar
1990,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Uebrige erneuerbare Energien,keine Daten verfügbar
1990,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Wasserkraft,keine Daten verfügbar
1990,Endverbrauch - Dienstleistungen,Elektrizität,45620
1990,Endverbrauch - Dienstleistungen,Erdölprodukte,59380
1990,Endverbrauch - Dienstleistungen,Fernwärme,4000
1990,Endverbrauch - Dienstleistungen,Gas,15840
1990,Endverbrauch - Dienstleistungen,Holzenergie,2640
1990,Endverbrauch - Dienstleistungen,Kernbrennstoffe,keine Daten verfügbar
1990,Endverbrauch - Dienstleistungen,Kohle,30
1990,Endverbrauch - Dienstleistungen,Müll und Industrieabfälle,0
1990,Endverbrauch - Dienstleistungen,Rohöl,keine Daten verfügbar
1990,Endverbrauch - Dienstleistungen,Uebrige erneuerbare Energien,1430
1990,Endverbrauch - Dienstleistungen,Wasserkraft,keine Daten verfügbar
1990,Endverbrauch - Haushalte,Elektrizität,47570
1990,Endverbrauch - Haushalte,Erdölprodukte,137140
1990,Endverbrauch - Haushalte,Fernwärme,4440
1990,Endverbrauch - Haushalte,Gas,26190
1990,Endverbrauch - Haushalte,Holzenergie,21030
1990,Endverbrauch - Haushalte,Kernbrennstoffe,keine Daten verfügbar
1990,Endverbrauch - Haushalte,Kohle,630
1990,Endverbrauch - Haushalte,Müll und Industrieabfälle,0
1990,Endverbrauch - Haushalte,Rohöl,keine Daten verfügbar
1990,Endverbrauch - Haushalte,Uebrige erneuerbare Energien,2370
1990,Endverbrauch - Haushalte,Wasserkraft,keine Daten verfügbar
1990,Endverbrauch - Industrie,Elektrizität,62050
1990,Endverbrauch - Industrie,Erdölprodukte,46450
1990,Endverbrauch - Industrie,Fernwärme,1980
1990,Endverbrauch - Industrie,Gas,19610
1990,Endverbrauch - Industrie,Holzenergie,4550
1990,Endverbrauch - Industrie,Kernbrennstoffe,keine Daten verfügbar
1990,Endverbrauch - Industrie,Kohle,13700
1990,Endverbrauch - Industrie,Müll und Industrieabfälle,8680
1990,Endverbrauch - Industrie,Rohöl,keine Daten verfügbar
1990,Endverbrauch - Industrie,Uebrige erneuerbare Energien,250
1990,Endverbrauch - Industrie,Wasserkraft,keine Daten verfügbar
1990,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Elektrizität,3170
1990,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Erdölprodukte,620
1990,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Fernwärme,0
1990,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Gas,1960
1990,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Holzenergie,430
1990,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Kernbrennstoffe,keine Daten verfügbar
1990,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Kohle,0
1990,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Müll und Industrieabfälle,0
1990,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Rohöl,keine Daten verfügbar
1990,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Uebrige erneuerbare Energien,40
1990,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Wasserkraft,keine Daten verfügbar
1990,Endverbrauch - Total,Elektrizität,167680
1990,Endverbrauch - Total,Erdölprodukte,496810
1990,Endverbrauch - Total,Fernwärme,10420
1990,Endverbrauch - Total,Gas,64160
1990,Endverbrauch - Total,Holzenergie,28650
1990,Endverbrauch - Total,Kernbrennstoffe,0
1990,Endverbrauch - Total,Kohle,14360
1990,Endverbrauch - Total,Müll und Industrieabfälle,8680
1990,Endverbrauch - Total,Rohöl,0
1990,Endverbrauch - Total,Uebrige erneuerbare Energien,4090
1990,Endverbrauch - Total,Wasserkraft,0
1990,Endverbrauch - Verkehr,Elektrizität,9270
1990,Endverbrauch - Verkehr,Erdölprodukte,253220
1990,Endverbrauch - Verkehr,Fernwärme,keine Daten verfügbar
1990,Endverbrauch - Verkehr,Gas,560
1990,Endverbrauch - Verkehr,Holzenergie,keine Daten verfügbar
1990,Endverbrauch - Verkehr,Kernbrennstoffe,keine Daten verfügbar
1990,Endverbrauch - Verkehr,Kohle,keine Daten verfügbar
1990,Endverbrauch - Verkehr,Müll und Industrieabfälle,keine Daten verfügbar
1990,Endverbrauch - Verkehr,Rohöl,keine Daten verfügbar
1990,Endverbrauch - Verkehr,Uebrige erneuerbare Energien,keine Daten verfügbar
1990,Endverbrauch - Verkehr,Wasserkraft,keine Daten verfügbar
1990,Energieumwandlung - Diverse Erneuerbare,Elektrizität,320
1990,Energieumwandlung - Diverse Erneuerbare,Erdölprodukte,keine Daten verfügbar
1990,Energieumwandlung - Diverse Erneuerbare,Fernwärme,0
1990,Energieumwandlung - Diverse Erneuerbare,Gas,0
1990,Energieumwandlung - Diverse Erneuerbare,Holzenergie,-40
1990,Energieumwandlung - Diverse Erneuerbare,Kernbrennstoffe,keine Daten verfügbar
1990,Energieumwandlung - Diverse Erneuerbare,Kohle,keine Daten verfügbar
1990,Energieumwandlung - Diverse Erneuerbare,Müll und Industrieabfälle,keine Daten verfügbar
1990,Energieumwandlung - Diverse Erneuerbare,Rohöl,keine Daten verfügbar
1990,Energieumwandlung - Diverse Erneuerbare,Uebrige erneuerbare Energien,-490
1990,Energieumwandlung - Diverse Erneuerbare,Wasserkraft,keine Daten verfügbar
1990,Energieumwandlung - Gaswerke,Elektrizität,keine Daten verfügbar
1990,Energieumwandlung - Gaswerke,Erdölprodukte,-340
1990,Energieumwandlung - Gaswerke,Fernwärme,keine Daten verfügbar
1990,Energieumwandlung - Gaswerke,Gas,290
1990,Energieumwandlung - Gaswerke,Holzenergie,keine Daten verfügbar
1990,Energieumwandlung - Gaswerke,Kernbrennstoffe,keine Daten verfügbar
1990,Energieumwandlung - Gaswerke,Kohle,keine Daten verfügbar
1990,Energieumwandlung - Gaswerke,Müll und Industrieabfälle,keine Daten verfügbar
1990,Energieumwandlung - Gaswerke,Rohöl,keine Daten verfügbar
1990,Energieumwandlung - Gaswerke,Uebrige erneuerbare Energien,keine Daten verfügbar
1990,Energieumwandlung - Gaswerke,Wasserkraft,keine Daten verfügbar
1990,Energieumwandlung - Kernkraftwerke,Elektrizität,80270
1990,Energieumwandlung - Kernkraftwerke,Erdölprodukte,keine Daten verfügbar
1990,Energieumwandlung - Kernkraftwerke,Fernwärme,890
1990,Energieumwandlung - Kernkraftwerke,Gas,keine Daten verfügbar
1990,Energieumwandlung - Kernkraftwerke,Holzenergie,keine Daten verfügbar
1990,Energieumwandlung - Kernkraftwerke,Kernbrennstoffe,-243250
1990,Energieumwandlung - Kernkraftwerke,Kohle,keine Daten verfügbar
1990,Energieumwandlung - Kernkraftwerke,Müll und Industrieabfälle,keine Daten verfügbar
1990,Energieumwandlung - Kernkraftwerke,Rohöl,keine Daten verfügbar
1990,Energieumwandlung - Kernkraftwerke,Uebrige erneuerbare Energien,keine Daten verfügbar
1990,Energieumwandlung - Kernkraftwerke,Wasserkraft,keine Daten verfügbar
1990,Energieumwandlung - Raffinerien,Elektrizität,keine Daten verfügbar
1990,Energieumwandlung - Raffinerien,Erdölprodukte,129690
1990,Energieumwandlung - Raffinerien,Fernwärme,keine Daten verfügbar
1990,Energieumwandlung - Raffinerien,Gas,keine Daten verfügbar
1990,Energieumwandlung - Raffinerien,Holzenergie,keine Daten verfügbar
1990,Energieumwandlung - Raffinerien,Kernbrennstoffe,keine Daten verfügbar
1990,Energieumwandlung - Raffinerien,Kohle,keine Daten verfügbar
1990,Energieumwandlung - Raffinerien,Müll und Industrieabfälle,keine Daten verfügbar
1990,Energieumwandlung - Raffinerien,Rohöl,-130680
1990,Energieumwandlung - Raffinerien,Uebrige erneuerbare Energien,keine Daten verfügbar
1990,Energieumwandlung - Raffinerien,Wasserkraft,keine Daten verfügbar
1990,Energieumwandlung - Wasserkraftwerke,Elektrizität,110430
1990,Energieumwandlung - Wasserkraftwerke,Erdölprodukte,keine Daten verfügbar
1990,Energieumwandlung - Wasserkraftwerke,Fernwärme,keine Daten verfügbar
1990,Energieumwandlung - Wasserkraftwerke,Gas,keine Daten verfügbar
1990,Energieumwandlung - Wasserkraftwerke,Holzenergie,keine Daten verfügbar
1990,Energieumwandlung - Wasserkraftwerke,Kernbrennstoffe,keine Daten verfügbar
1990,Energieumwandlung - Wasserkraftwerke,Kohle,keine Daten verfügbar
1990,Energieumwandlung - Wasserkraftwerke,Müll und Industrieabfälle,keine Daten verfügbar
1990,Energieumwandlung - Wasserkraftwerke,Rohöl,keine Daten verfügbar
1990,Energieumwandlung - Wasserkraftwerke,Uebrige erneuerbare Energien,keine Daten verfügbar
1990,Energieumwandlung - Wasserkraftwerke,Wasserkraft,-110430
1990,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Elektrizität,3650
1990,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Erdölprodukte,-4190
1990,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Fernwärme,10580
